flavor,E_ND_GeV_bin_low,E_ND_GeV_bin_high,E_FD_GeV_bin_low,E_FD_GeV_bin_high,transfer_weight,conditional_EFD_given_END,fd_weight_sum,nd_weight_sum,event_count
nue,4.75,5.0,4.75,5.0,6.768748913829143e-08,0.401894140626117,2.800808678785955e-07,4.1378528210193455,488
nue,4.75,5.0,5.0,5.25,5.622588821540282e-08,0.3338409403708579,2.3265445016642295e-07,4.1378528210193455,425
nue,4.75,5.0,5.25,5.5,1.7130699409068725e-08,0.10171344520205068,7.088431287584945e-08,4.1378528210193455,143
nue,4.75,5.0,5.5,5.75,1.2548696734443615e-08,0.0745078263985119,5.192466018273376e-08,4.1378528210193455,93
nue,4.75,5.0,5.75,6.0,8.759617574456483e-09,0.052010187142664685,3.62460082915154e-08,4.1378528210193455,36
nue,4.75,5.0,6.0,6.25,2.254331086388739e-09,0.013385079963594176,9.328090245325249e-09,4.1378528210193455,17
nue,4.75,5.0,6.25,6.5,7.993691634152876e-10,0.004746250556250348,3.307671947873822e-09,4.1378528210193455,4
nue,4.75,5.0,6.5,6.75,1.1918902570122003e-09,0.007076842658233242,4.931866462323406e-09,4.1378528210193455,3
nue,4.75,5.0,6.75,7.0,3.1870235822678203e-10,0.0018922937163968585,1.3187434520542081e-09,4.1378528210193455,2
nue,4.75,5.0,7.0,7.25,3.097055464513389e-10,0.0018388751898286866,1.2815159690690107e-09,4.1378528210193455,2
nue,5.0,5.25,4.5,4.75,1.1867085440283578e-09,0.006991689383129814,4.637910701967632e-09,3.9082137946221813,3
nue,5.0,5.25,4.75,5.0,3.6269258767448177e-10,0.0021368632823485904,1.4174801743566245e-09,3.9082137946221813,3
nue,5.0,5.25,5.0,5.25,6.814332254385016e-08,0.4014776392725143,2.663186731772639e-07,3.9082137946221813,458
nue,5.0,5.25,5.25,5.5,5.426323234538235e-08,0.3197007954418588,2.1207231319301185e-07,3.9082137946221813,366
nue,5.0,5.25,5.5,5.75,2.0843333491743813e-08,0.12280194173758041,8.146020347834368e-08,3.9082137946221813,159
nue,5.0,5.25,5.75,6.0,1.0010207200853973e-08,0.05897678900293472,3.9122029869403786e-08,3.9082137946221813,69
nue,5.0,5.25,6.0,6.25,7.647835563529136e-09,0.0450584863339212,2.9889376448386676e-08,3.9082137946221813,48
nue,5.0,5.25,6.25,6.5,1.8935578556772875e-09,0.011156208845467435,7.400428932473172e-09,3.9082137946221813,14
nue,5.0,5.25,6.5,6.75,2.310419438714699e-09,0.013612217710511647,9.029613121748024e-09,3.9082137946221813,13
nue,5.0,5.25,6.75,7.0,9.92055857771431e-10,0.005844860933340097,3.877166388378048e-09,3.9082137946221813,6
nue,5.0,5.25,7.0,7.25,1.7211988481763991e-09,0.010140727286077941,6.7268130817308125e-09,3.9082137946221813,6
nue,5.0,5.25,7.75,8.0,3.567379872203152e-10,0.002101780770315053,1.3942083227201874e-09,3.9082137946221813,1
nue,5.25,5.5,4.75,5.0,1.6566427890948925e-10,0.0009536815279615702,6.3996425854582e-10,3.8630190090373357,1
nue,5.25,5.5,5.0,5.25,5.98428297232999e-10,0.0034449793077747006,2.31173988775692e-09,3.8630190090373357,2
nue,5.25,5.5,5.25,5.5,7.105303344831354e-08,0.4090318441087351,2.7447921886060086e-07,3.8630190090373357,429
nue,5.25,5.5,5.5,5.75,5.295354242049849e-08,0.3048382884891556,2.0456054096625058e-07,3.8630190090373357,359
nue,5.25,5.5,5.75,6.0,2.0985832738200258e-08,0.12080939332882566,8.106867078814563e-08,3.8630190090373357,141
nue,5.25,5.5,6.0,6.25,9.893326272436212e-09,0.05695302921201362,3.821810745302957e-08,3.8630190090373357,60
nue,5.25,5.5,6.25,6.5,5.515801758499274e-09,0.031752881693057566,2.130764704316426e-08,3.8630190090373357,36
nue,5.25,5.5,6.5,6.75,3.560534493232475e-09,0.020496971333941082,1.3754412429690167e-08,3.8630190090373357,23
nue,5.25,5.5,6.75,7.0,2.0768375293024324e-09,0.011955755346360458,8.022862854377432e-09,3.8630190090373357,15
nue,5.25,5.5,7.0,7.25,5.727421198454015e-09,0.03297111384407349,2.212513696239126e-08,3.8630190090373357,6
nue,5.25,5.5,7.25,7.5,5.581347730031352e-10,0.0032130210968227316,2.1560852377158496e-09,3.8630190090373357,3
