flavor,E_ND_GeV_bin_low,E_ND_GeV_bin_high,E_FD_GeV_bin_low,E_FD_GeV_bin_high,transfer_weight,conditional_EFD_given_END,fd_weight_sum,nd_weight_sum,event_count
nue,6.5,6.75,7.25,7.5,7.82770755921429e-09,0.04790373654535308,5.202511205402277e-09,0.6646276915746814,7
nue,6.5,6.75,7.5,7.75,1.146247489851457e-08,0.07014766118207927,7.61827823153247e-09,0.6646276915746814,8
nue,6.5,6.75,7.75,8.0,1.2736824092871933e-09,0.007794637972278642,8.465245994838258e-10,0.6646276915746814,1
nue,6.5,6.75,8.0,8.25,3.7644886704919216e-09,0.023037788795128737,2.5019834150280874e-09,0.6646276915746814,2
nue,6.5,6.75,8.25,8.5,1.5447454062468978e-09,0.009453480014514428,1.026680573424469e-09,0.6646276915746814,1
nue,6.5,6.75,9.5,9.75,4.185879460157923e-09,0.025616601712971653,2.782051402814634e-09,0.6646276915746814,1
nue,6.5,6.75,9.75,10.0,2.200679071013714e-09,0.013467640384012375,1.462632250864559e-09,0.6646276915746814,1
nue,6.75,7.0,6.75,7.0,5.100280292552285e-08,0.3053360291768504,2.9250019376037726e-08,0.5734982726096494,38
nue,6.75,7.0,7.0,7.25,6.19449315407894e-08,0.3708427447000468,3.5525311235565705e-08,0.5734982726096494,46
nue,6.75,7.0,7.25,7.5,2.6819282028505316e-08,0.1605577068365391,1.5380811915978812e-08,0.5734982726096494,15
nue,6.75,7.0,7.5,7.75,7.016494694878739e-09,0.04200531159048545,4.023947587287725e-09,0.5734982726096494,8
nue,6.75,7.0,7.75,8.0,2.192063555848107e-09,0.013123121543404595,1.2571446627294548e-09,0.5734982726096494,2
nue,6.75,7.0,8.0,8.25,5.326734589540479e-09,0.031889305974502895,3.0548730857515343e-09,0.5734982726096494,5
nue,6.75,7.0,8.25,8.5,3.266823555325005e-09,0.019557335581358387,1.8735176658994036e-09,0.5734982726096494,3
nue,6.75,7.0,8.5,8.75,3.36321186574067e-09,0.020134378847085594,1.9287961954225502e-09,0.5734982726096494,2
nue,6.75,7.0,9.0,9.25,6.105928005240702e-09,0.03655406574972684,3.5017391636844245e-09,0.5734982726096494,2
nue,7.0,7.25,7.0,7.25,8.680830394116848e-08,0.5444509276138316,6.375933005733353e-08,0.7344842274599024,51
nue,7.0,7.25,7.25,7.5,3.5330734126946974e-08,0.221589987309629,2.594986696082186e-08,0.7344842274599024,35
