flavor,E_ND_GeV_bin_low,E_ND_GeV_bin_high,E_FD_GeV_bin_low,E_FD_GeV_bin_high,transfer_weight,conditional_EFD_given_END,fd_weight_sum,nd_weight_sum,event_count
nue,7.25,7.5,7.5,7.75,5.617545592105859e-08,0.33324251619405815,1.884884081563344e-08,0.3355351640068762,27
nue,7.25,7.5,7.75,8.0,4.512765697056608e-08,0.267705062864942,1.514191578286494e-08,0.3355351640068762,17
nue,7.5,7.75,7.25,7.5,1.7733517618016658e-09,0.010233946412064413,3.6025927129606314e-10,0.20315161326484477,1
nue,7.5,7.75,7.5,7.75,8.439285444549141e-08,0.48702799329493957,1.7144544528626806e-08,0.20315161326484477,22
nue,7.5,7.75,7.75,8.0,8.711511562092448e-08,0.502738060292996,1.7697576278144286e-08,0.20315161326484477,22
nue,7.75,8.0,7.5,7.75,3.3980720571133867e-09,0.02025873104507163,5.540073501694964e-10,0.16303578642770677,1
nue,7.75,8.0,7.75,8.0,1.6433563493338644e-07,0.9797412689549283,2.679258947946118e-08,0.16303578642770677,31
numu,0.5,0.75,0.5,0.75,1.5660580927932128e-07,0.9556884485182277,3.879907484220378e-05,247.7499080062985,47533
numu,0.5,0.75,0.75,1.0,7.048430758808008e-09,0.04301311609940919,1.7462480720834488e-06,247.7499080062985,2192
numu,0.5,0.75,1.0,1.25,1.7179008435050047e-10,0.0010483506323250027,4.256097759423075e-08,247.7499080062985,197
numu,0.5,0.75,1.25,1.5,3.616518775665058e-11,0.00022069840407949387,8.959921939740695e-09,247.7499080062985,29
numu,0.5,0.75,1.5,1.75,4.815452669469525e-12,2.9386345958533735e-05,1.1930279558697594e-09,247.7499080062985,3
numu,0.75,1.0,0.5,0.75,3.551017225146187e-10,0.002257339806452438,1.23365539667868e-07,347.40901506832125,95
numu,0.75,1.0,0.75,1.0,1.44233632345053e-07,0.9168762049818288,5.010806415272122e-05,347.40901506832125,31759
numu,0.75,1.0,1.0,1.25,1.1701213904110006e-08,0.07438323797056454,4.0651071975306035e-06,347.40901506832125,3202
numu,0.75,1.0,1.25,1.5,7.272633258809769e-10,0.004623127265220564,2.5265783573962173e-07,347.40901506832125,617
numu,0.75,1.0,1.5,1.75,2.2680995529081062e-10,0.0014418041595294353,7.87958231752705e-08,347.40901506832125,170
numu,0.75,1.0,1.75,2.0,5.959329982249656e-11,0.0003788275847680196,2.070324959600469e-08,347.40901506832125,36
numu,0.75,1.0,2.0,2.25,6.207167384069897e-12,3.9458231636140255e-05,2.156425907263931e-09,347.40901506832125,3
