point_id,dm41_calc_eV2,Ue4_abs,Umu4_abs,Ue4Umu4_abs,Umu4_sq,chi2_FHC_app,FHC_app_max_abs_rel,FHC_app_n3_total,FHC_app_n4_total,chi2_RHC_app,RHC_app_max_abs_rel,RHC_app_n3_total,RHC_app_n4_total,chi2_FHC_dis,FHC_dis_max_abs_rel,FHC_dis_n3_total,FHC_dis_n4_total,chi2_RHC_dis,RHC_dis_max_abs_rel,RHC_dis_n3_total,RHC_dis_n4_total,chi2_appearance,chi2_disappearance,chi2_all,excluded_appearance_90cl_stat_only,excluded_disappearance_90cl_stat_only,excluded_all_90cl_stat_only
225,0.66096552246,0.056867474771,0.0070504043638,0.0004009386922837448,4.9708201693090085e-05,1.5338932803787058,0.0019960510723958493,17976288.263471596,17973913.462148376,0.5544101935713323,0.0019729864499096962,8825871.237121763,8824847.993572162,0.08519190987948394,8.027725366425242e-05,504470828.8540049,504467038.5174991,0.028758263575996937,7.89656247881043e-05,221111620.09282193,221110185.36126238,2.088303473950038,0.11395017345548088,2.202253647405519,False,False,False
243,74.097340996,0.10427050294,0.10869163332,0.01133333127164646,0.011813871153769332,4118.485879514138,0.023961004447070982,17976289.07858654,17708234.18178069,2160.3490884167063,0.023241937746456772,8825871.546823697,8689548.205583464,270855.55321569974,0.0298018963023746,504470834.77866095,492816279.44588256,118630.4385950482,0.02887976233830015,221111622.32220674,216003956.5676678,6278.834967930845,389485.99181074795,395764.8267786788,True,True,True
262,50.295294326,0.025860497101,0.059312235731,0.0015338439001753542,0.0035179413074097133,490.7289336209614,0.007185159385270021,17976287.783937518,17884554.661732398,222.1590718856515,0.006937881861103288,8825871.064769039,8782676.416250817,25234.8666839539,0.010309034174915216,504470830.5974815,500925770.57149684,11163.946700125884,0.009693821033519448,221111620.7510307,219551129.34561676,712.8880055066129,36398.81338407978,37111.70138958639,True,True,True
294,40.919491483,0.024388728417,0.060341748263,0.0014716585105932884,0.0036411265834352634,498.1168768878179,0.00685351234896549,17976287.74896488,17884774.746302817,225.7391901073811,0.00685924685767404,8825871.04682997,8783078.509955794,26190.01671975601,0.009825156613061404,504470831.3506921,500867346.8877901,11488.903957878005,0.009768464532864729,221111621.0314676,219535312.6124273,723.856066995199,37678.920677634014,38402.77674462921,True,True,True
295,61.496187269,0.075073604345,0.03862461276,0.002899688896323079,0.0014918607108599551,539.0817203697083,0.013390459609829753,17976288.585256368,17885120.51752842,307.3772259716082,0.012738139211141765,8825871.358987356,8777176.359455438,4590.393603535696,0.0039868620668850625,504470829.33525354,502955282.2430257,2028.593685591764,0.004045775129378313,221111620.27476466,220444913.20073727,846.4589463413165,6618.987289127459,7465.446235468776,True,True,True
302,51.554538364,0.0032158297539,0.011787420805,3.790633854645889e-05,0.00013894328923414685,0.7610723949993474,0.00028491943111247305,17976287.762642123,17972709.826094624,0.3387991963771003,0.0002732338655896831,8825871.056557093,8824203.833491446,40.447308609114735,0.00040102081370962196,504470829.16728646,504328865.66697377,17.82902954856392,0.00038814702393239733,221111620.2135509,221049245.450067,1.0998715913764476,58.27633815767865,59.3762097490551,False,True,True
316,1.0450987995,0.094138553559,0.031322140575,0.002948621008102164,0.000981076490200061,59.63667859109787,0.011477004164658187,17976289.122588906,17959798.89244966,22.151996981999698,0.01135310132828867,8825871.553990312,8818677.86903259,156.0578191685784,0.003038969037061839,504470828.9011441,504295817.7536614,53.15635192501078,0.002992480983424628,221111620.10909754,221044971.07496822,81.78867557309756,209.2141710935892,291.00284666668676,True,True,True
373,41.057004806,0.093419388773,0.090811211847,0.008483527904482157,0.008246676197120714,2902.41549512562,0.023237569949277424,17976288.85152629,17755381.86799605,1483.5915914906018,0.02177227402236565,8825871.461848669,8715005.411199832,132990.32857871545,0.022278640438507614,504470833.15580153,496348543.5293446,58331.50635979881,0.02199240190182675,221111621.71222824,217558750.22178587,4386.007086616222,191321.83493851425,195707.84202513046,True,True,True
389,7.7461077392,0.020746478172,0.10673861378,0.0022144503208963084,0.011393131671676007,10597.612558156352,0.03456790337719862,17976287.483513832,17586499.96187103,4664.021827142929,0.03303051638145634,8825870.94473409,8646154.932964653,593660.8603849817,0.042947871141932346,504470836.1795185,488093031.59106874,258314.1878304638,0.04292466836339337,221111622.84401643,213948432.2546623,15261.634385299281,851975.0482154456,867236.6826007449,True,True,True
396,85.099575249,0.045735137825,0.0033804801896,0.00015460672738603815,1.1427646312278052e-05,48.18421449152805,0.004277070727854506,17976288.09682866,17952232.418729883,28.006431310096257,0.003676177479964405,8825871.177395858,8812378.731728366,0.2664180568589708,3.197227332000744e-05,504470828.7108872,504459277.5408173,0.11786291626254876,3.0471340190697434e-05,221111620.04024,221106533.13481125,76.19064580162431,0.38428097312151954,76.57492677474583,True,False,True
429,73.782621253,0.060031454561,0.094178522139,0.0056536736724095114,0.008869594032286114,2764.769045984161,0.01393693033812719,17976288.041912857,17756333.787390184,1295.8803983409423,0.013775720082531499,8825871.161168361,8720306.800519379,153721.2350531914,0.022308085095941167,504470833.60224706,495691667.1177654,67268.88622085073,0.021660837395133133,221111621.8801417,217265523.05095232,4060.649444325103,220990.12127404212,225050.77071836722,True,True,True
430,51.622415167,0.033384322884,0.16410437606,0.0054785134770644,0.026930246242041902,23206.55525048653,0.05006565345980111,17976287.15717662,17353419.68350292,10315.092994266497,0.047896240389713615,8825870.83249755,8535967.774206458,1440152.3688571486,0.07576078973385748,504470845.00929296,477682699.7019069,634684.7198304565,0.07327440014877093,221111626.1663553,209342876.69175377,33521.64824475303,2074837.0886876052,2108358.7369323582,True,True,True
450,8.5298863489,0.030649294561,0.063531934934,0.001947208987822452,0.00403630675645801,1424.155301139541,0.012878140800635087,17976287.788539637,17831052.610353056,651.223824544394,0.012474832154434349,8825871.066561526,8757066.459969047,71715.34116785454,0.015318053652471696,504470831.16029525,498840202.6052914,31707.17052943395,0.015317810765675332,221111620.9625211,218623823.56598324,2075.379125683935,103422.51169728849,105497.89082297242,True,True,True
463,25.240396094,0.00051259183467,0.0057829133015,2.964274138953432e-06,3.344208625266563e-05,0.046196136079662324,7.547490026179255e-05,17976287.766399965,17975445.15840704,0.020294708716605547,7.214710829323161e-05,8825871.058032658,8825484.227865478,2.488016263612658,0.00010592709908631735,504470828.84375733,504436238.92240876,1.0847681729876755,0.00010809217935515437,221111620.0920278,221096575.11099687,0.06649084479626788,3.572784436600333,3.639275281396601,False,False,False
481,97.842685768,0.10325619551,0.078287840429,0.008083704557392506,0.006128985959036567,2385.204927237127,0.023249079170315184,17976289.224627048,17777481.18785156,1306.0880508622772,0.02151482721388969,8825871.597508157,8721922.690544248,75154.35975700112,0.015316706629307822,504470831.7434466,498324966.7038431,33198.1834129446,0.015302280896305717,221111621.17992327,218408270.33769011,3691.292978099404,108352.54316994571,112043.83614804511,True,True,True
515,16.956668905,0.0012339240668,0.051858685733,6.39896803985665e-05,0.002689323285954058,210.98743534630322,0.005837477224507643,17976287.694065847,17919138.07714597,96.92346457994287,0.0055372009807896725,8825871.03051628,8798541.558249934,13291.885171990734,0.010286673488481089,504470830.6444702,502106581.4184717,6359.764678602249,0.010222231277620532,221111620.76828313,220038009.2244137,307.9108999262461,19651.649850592985,19959.56075051923,True,True,True
519,73.557653561,0.026627458148,0.020480216883,0.0005453361179140455,0.0004194392835747182,18.10818427339095,0.0016039037919951306,17976287.863676347,17958501.27706947,9.131153513335352,0.0015182606292176602,8825871.094069757,8817011.293141188,350.124528690946,0.0010583909420736057,504470829.2830321,504051892.56063133,153.11550559142293,0.0010293108551326677,221111620.2570015,220928137.9859259,27.239337786726303,503.2400342823689,530.4793720690952,True,True,True
